,0,1,2,3,4,5,6,7,8,9
82,3.4,8.2,13.2,10.2,10.4,12.6,15.0,19.0,19.8,25.0
83,15.2,29.6,37.2,45.2,60.0,68.8,80.0,87.6,92.6,96.0
84,58.6,73.2,83.2,90.2,96.0,96.4,97.8,98.8,98.8,99.6
85,98.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
86,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
87,5.6,6.6,10.4,11.4,12.6,13.6,14.4,18.6,22.6,30.8
88,0.8,1.4,1.8,1.4,0.4,0.4,2.0,1.4,0.4,3.2
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
90,80.4,88.6,94.2,95.8,96.8,98.4,98.8,99.0,98.8,98.8
91,31.6,50.6,67.8,79.4,87.4,91.8,94.6,95.8,98.2,98.6
92,1.4,1.2,0.2,3.0,0.8,1.8,2.8,0.0,3.6,3.0
93,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
94,62.6,76.0,87.0,92.6,96.0,98.6,99.2,100.0,100.0,100.0
95,5.8,7.0,9.2,9.4,12.4,15.2,16.2,17.4,21.0,21.6
96,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
97,81.8,91.8,95.4,97.4,97.6,98.2,99.0,99.2,99.0,99.4
98,81.6,87.2,90.2,94.6,95.4,97.4,98.8,99.4,99.6,99.8
99,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0
0,34.4,59.4,71.8,81.8,90.0,94.8,96.2,97.2,98.6,99.4
1,2.0,0.0,1.2,0.8,1.6,0.4,0.6,0.6,0.0,1.6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7.6,9.4,15.0,12.0,12.0,9.6,16.2,16.8,25.4,23.2
4,95.0,98.2,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,0.6,1.4,1.2,0.4,1.8,0.6,1.2,0.6,0.2,0.2
6,99.2,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
7,0.4,0.8,0.0,1.4,1.4,1.2,1.8,1.8,0.8,0.2
8,81.2,89.6,91.6,93.8,95.4,96.2,97.0,98.0,98.8,99.0
9,84.6,89.0,93.4,96.4,97.4,97.6,98.2,98.0,98.6,99.0
10,2.0,0.6,2.4,3.8,3.6,3.4,1.8,0.8,1.4,2.6
11,38.0,63.0,76.6,85.4,89.8,94.6,96.0,99.0,99.2,99.4
12,10.0,19.0,27.0,35.8,43.2,57.6,69.8,78.6,85.2,92.4
13,0.8,1.8,2.0,2.4,1.0,0.4,1.8,3.8,2.4,2.8
14,1.8,0.8,0.8,0.4,0.2,1.6,1.8,0.4,3.2,2.0
15,0.0,0.4,0.2,0.0,1.2,0.0,0.2,0.0,0.0,0.0
16,99.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17,37.8,57.8,71.8,84.8,90.4,94.6,97.0,98.2,99.0,99.4
18,93.8,97.0,98.6,99.6,99.8,100.0,100.0,100.0,100.0,100.0
19,93.8,96.0,98.2,98.6,99.0,99.6,100.0,100.0,100.0,100.0
20,8.4,11.8,7.0,6.8,11.6,11.4,12.4,13.6,13.4,14.8
21,3.6,1.6,2.2,0.4,3.2,2.0,1.6,1.6,1.0,2.6
22,94.8,96.0,98.2,99.2,99.4,99.6,100.0,100.0,100.0,100.0
23,37.8,57.0,72.8,83.6,89.2,93.6,95.6,96.8,98.2,99.0
24,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
25,2.4,1.4,2.4,1.8,1.0,2.4,4.2,1.0,1.0,1.0
26,39.2,50.6,67.8,79.6,90.6,94.0,94.2,95.6,97.4,98.6
27,6.6,7.2,9.0,9.0,8.4,10.8,16.0,15.8,18.2,22.4
28,1.2,0.6,1.0,1.2,2.4,3.8,1.4,0.8,0.6,3.2
29,0.0,0.0,0.8,1.8,1.4,1.2,0.0,2.2,0.2,1.0
30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
31,62.8,79.0,87.8,91.4,94.8,97.2,98.0,99.2,99.4,99.8
32,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33,18.4,24.8,27.4,37.8,47.0,60.0,70.6,77.2,84.4,90.6
34,83.2,89.2,93.0,94.2,96.6,96.6,96.8,97.6,98.8,99.8
35,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.2,4.4,2.8,0.6,0.8,1.4,0.6,0.6,1.0,0.4
37,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0
38,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
39,20.0,24.2,30.2,43.6,57.8,71.0,81.4,87.4,92.8,96.6
40,2.4,10.0,10.4,10.2,14.2,15.0,13.6,14.6,16.2,23.8
41,63.4,77.8,86.6,91.2,95.2,96.2,97.4,98.4,98.2,99.0
42,92.4,97.2,99.4,99.2,99.6,100.0,100.0,100.0,100.0,100.0
43,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
44,16.4,20.6,31.6,38.0,55.8,64.0,73.0,84.4,89.4,92.8
45,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
46,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
47,5.0,9.8,8.4,13.2,17.6,16.0,19.2,19.2,18.6,19.2
48,84.2,89.0,92.8,94.8,95.6,98.4,99.2,98.8,99.2,99.4
49,85.0,89.6,91.4,93.2,93.6,95.4,97.6,98.8,99.4,99.8
50,15.2,27.4,32.0,36.6,46.6,57.2,66.4,71.4,81.8,87.2
51,1.8,1.4,6.6,12.8,11.2,10.2,8.0,8.0,17.8,13.4
52,82.8,88.2,90.8,92.4,93.6,97.0,98.2,98.8,99.6,99.8
53,84.0,88.8,93.6,97.0,96.4,98.0,98.2,99.0,99.4,99.2
54,19.0,24.6,28.2,40.2,49.4,60.0,70.0,72.6,84.4,91.8
55,65.2,76.2,87.6,91.2,94.6,96.0,96.6,97.6,99.0,99.2
56,83.0,86.4,90.4,93.4,95.2,97.2,98.4,99.4,99.8,100.0
57,83.8,88.2,90.6,94.6,95.6,97.6,99.0,98.6,99.8,100.0
58,95.2,97.6,98.4,98.8,99.2,99.6,99.8,99.8,99.8,99.8
59,99.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
60,82.8,89.0,92.2,94.4,96.6,97.6,98.2,98.8,98.8,99.0
61,4.2,9.0,12.0,15.6,23.8,29.8,28.0,33.8,35.4,38.4
62,1.0,0.4,0.8,0.8,3.0,1.4,1.6,0.6,0.6,3.4
63,93.4,94.6,96.8,98.0,99.0,99.4,99.6,100.0,100.0,100.0
64,17.8,26.0,35.6,46.6,59.0,72.0,80.0,83.8,91.0,95.0
65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
66,63.6,78.4,87.8,90.4,93.4,95.4,97.4,97.8,98.6,98.8
67,82.4,88.2,93.4,95.0,96.8,97.6,99.6,99.6,99.6,99.6
68,40.0,57.0,71.2,83.0,90.8,94.0,96.4,98.0,99.0,99.2
69,6.4,7.4,15.6,14.8,11.0,17.6,15.8,15.2,17.0,17.6
70,20.4,27.0,37.2,45.8,56.2,68.2,78.6,83.6,87.6,90.8
71,2.4,0.4,0.2,2.4,0.4,0.2,2.2,0.4,1.4,1.0
72,6.2,3.6,6.0,14.8,22.8,19.8,20.4,19.8,22.0,21.0
73,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
74,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
75,62.8,80.4,87.6,91.8,93.4,95.4,97.2,98.4,98.8,99.6
76,61.2,77.8,84.2,89.4,94.2,95.6,97.2,99.0,99.8,99.8
77,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
78,17.0,28.2,42.0,56.2,66.2,73.8,87.6,93.0,95.2,97.2
79,57.0,75.4,84.6,90.8,93.2,95.0,97.4,98.6,98.6,99.2
80,99.0,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
81,39.6,59.4,73.6,81.4,89.4,92.8,94.8,97.8,98.8,99.6
82,94.0,96.2,96.8,98.2,98.6,99.2,99.6,100.0,100.0,100.0
83,14.0,29.4,44.2,54.4,59.4,74.6,83.8,88.0,92.6,95.6
84,4.8,4.6,9.8,15.2,9.2,12.0,7.4,8.0,6.2,7.2
85,66.0,80.0,87.2,94.4,96.2,97.8,98.8,99.6,99.8,99.8
86,1.2,0.8,1.4,2.4,3.6,1.8,0.6,1.2,2.4,0.6
87,84.2,89.2,91.4,94.2,95.8,96.0,97.6,98.4,99.6,99.6
88,0.4,1.0,1.2,0.6,0.4,1.6,0.6,0.2,0.6,1.2
89,98.6,99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
90,1.8,1.2,1.2,2.6,3.0,3.0,1.2,0.6,0.6,1.6
91,99.0,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
92,0.4,1.4,1.0,3.0,1.2,1.0,0.8,0.0,1.2,0.8
93,7.6,9.0,8.2,7.8,9.4,11.4,10.4,13.2,17.0,22.8
94,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
95,0.0,2.6,2.2,0.2,0.4,0.4,0.4,1.4,2.4,1.8
96,0.8,1.4,1.4,0.8,0.6,1.0,1.0,2.8,2.4,3.4
97,4.2,7.8,6.6,8.8,9.4,9.0,13.2,8.2,16.0,17.6
98,4.0,3.0,0.6,1.2,2.4,0.4,0.8,1.6,1.6,0.6
99,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
0,96.2,98.6,98.6,99.2,99.2,99.8,99.6,100.0,100.0,100.0
1,17.6,27.4,38.0,47.4,57.8,66.8,75.2,84.0,89.2,92.2
2,95.2,97.0,97.6,98.4,98.8,99.6,99.8,99.8,100.0,100.0
3,96.4,99.2,99.4,99.6,99.8,100.0,100.0,100.0,100.0,100.0
4,9.2,7.8,10.6,10.6,7.4,5.2,13.2,15.2,14.2,23.4
5,99.0,99.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6,35.0,50.8,66.2,82.4,88.6,94.8,97.8,98.6,99.2,99.6
7,95.2,97.8,98.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
8,6.2,4.8,5.4,7.0,4.2,12.6,12.0,10.6,10.6,10.6
9,98.8,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
10,40.2,57.2,73.4,83.2,89.4,93.6,96.0,99.0,99.4,99.8
11,0.2,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0
12,60.8,74.6,85.4,90.8,94.8,97.6,99.0,99.6,99.6,99.4
13,95.2,97.0,97.8,99.0,99.8,99.8,99.8,99.8,100.0,100.0
14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
15,62.2,81.0,88.2,92.0,93.6,96.2,96.8,98.4,99.2,99.6
16,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17,37.4,52.2,66.6,78.8,88.8,92.0,96.2,98.2,99.2,99.6
18,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
19,99.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
20,59.8,72.6,82.4,87.0,90.0,95.0,96.4,97.8,98.4,99.2
21,1.8,1.4,1.0,0.6,3.2,0.6,3.0,0.8,1.4,2.2
22,95.6,98.0,98.8,99.0,99.4,100.0,100.0,100.0,100.0,100.0
23,98.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
24,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,99.0,99.4,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0
26,0.8,0.8,0.6,0.4,0.4,2.8,2.0,0.6,1.2,1.0
27,1.8,0.2,0.8,1.0,0.2,0.4,1.6,0.8,1.4,1.4
28,98.8,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
29,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
31,1.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2
32,7.2,9.2,16.6,13.2,12.8,15.6,14.6,18.0,19.4,22.4
33,39.8,59.6,73.4,84.0,89.6,93.8,93.8,96.2,98.2,99.2
34,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
35,95.4,97.4,97.6,98.6,99.6,99.8,100.0,100.0,100.0,100.0
36,19.6,29.0,40.4,52.8,68.2,75.6,85.2,90.6,94.4,96.8
37,81.2,87.6,91.8,95.2,96.6,96.0,96.4,96.2,97.8,98.2
38,85.4,88.8,90.2,94.0,93.2,94.8,96.6,97.8,97.4,99.0
39,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8.0,6.0,10.2,6.2,8.2,13.0,14.0,10.4,12.8,20.4
41,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
42,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
43,96.2,98.4,98.4,99.2,99.8,99.8,99.8,100.0,100.0,100.0
44,39.4,62.2,77.8,86.2,91.6,94.4,96.0,97.6,98.4,98.6
45,82.6,88.4,92.2,95.0,95.8,97.0,97.8,99.0,99.6,99.8
46,0.2,1.8,2.2,1.8,2.4,1.8,0.6,1.2,0.6,0.4
47,64.0,76.2,86.2,91.0,93.8,95.8,97.8,98.8,98.4,99.8
48,35.2,54.6,69.0,83.0,87.8,93.8,97.0,98.8,99.0,99.4
49,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2
50,7.8,5.0,12.2,13.4,16.0,15.0,12.8,14.0,7.4,8.4
51,15.4,25.2,39.0,60.4,74.0,83.6,87.2,91.2,94.2,95.6
52,98.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
53,60.8,74.4,83.0,91.0,94.6,96.8,97.6,99.0,98.6,98.4
54,0.4,3.8,1.2,1.4,2.0,1.4,2.6,1.0,1.0,0.2
55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
56,5.2,7.4,5.6,9.2,8.6,9.8,12.2,15.8,19.2,12.8
57,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0
58,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
59,41.4,57.2,69.8,81.4,88.8,92.8,95.8,97.4,98.8,99.6
60,1.6,1.6,4.8,1.8,0.0,0.0,2.8,1.0,2.0,0.0
61,19.4,24.4,33.2,45.6,56.6,68.0,78.4,84.6,90.4,94.4
62,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.2
63,2.4,1.4,1.6,2.4,0.8,0.0,0.4,0.4,0.6,1.0
64,15.6,25.8,35.0,42.2,50.6,58.0,67.2,75.8,83.8,89.0
65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
66,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
67,33.8,53.8,67.0,78.8,85.2,91.2,93.4,94.8,96.6,97.0
68,97.2,98.2,99.0,99.4,99.4,99.6,100.0,100.0,100.0,100.0
69,98.4,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
70,82.4,89.6,93.2,96.2,96.8,97.8,98.0,98.8,99.2,100.0
71,98.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
72,93.4,96.6,98.2,99.0,99.0,99.4,99.6,100.0,100.0,100.0
73,3.4,11.4,12.0,16.0,20.8,17.8,12.2,11.4,16.0,12.8
74,34.4,56.4,70.8,84.4,92.4,93.6,96.2,98.2,99.0,99.8
75,98.2,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
76,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.4
77,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0
78,82.0,90.2,94.0,95.4,97.0,97.6,98.4,99.0,99.2,99.4
79,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0
80,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
81,84.8,87.6,91.0,95.4,97.6,98.4,98.6,99.0,99.0,99.8
82,62.2,75.4,83.2,89.4,94.2,96.6,98.2,99.2,99.6,100.0
83,82.8,88.8,90.2,92.8,96.4,97.8,98.0,99.0,99.0,98.8
84,36.8,58.6,74.2,80.2,86.2,92.2,94.8,97.0,98.4,99.2
85,12.2,21.8,30.8,45.8,59.2,70.4,75.6,82.6,87.8,93.6
86,62.2,76.8,82.4,88.6,94.4,97.0,97.8,98.6,99.2,99.6
87,7.4,6.4,10.4,10.2,10.2,10.6,13.0,10.4,11.6,11.8
88,6.6,10.2,7.0,8.2,10.8,10.6,10.4,13.8,18.6,19.2
89,33.8,53.8,73.2,83.0,89.8,94.8,96.4,97.2,98.0,98.6
90,63.4,74.8,85.2,89.6,94.0,95.8,97.2,97.8,98.6,99.6
91,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
92,15.6,27.8,32.2,42.4,47.8,57.8,68.0,77.4,85.6,90.0
93,99.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
94,14.6,31.4,32.2,40.0,47.4,58.6,75.2,84.8,90.0,93.8
95,94.2,97.4,98.0,98.4,98.4,99.0,99.0,99.4,99.8,100.0
96,61.8,75.8,84.8,90.4,93.4,96.0,97.0,97.4,96.8,97.2
97,66.0,78.6,85.4,90.6,92.4,94.4,96.6,98.2,98.8,99.2
98,99.0,99.6,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0
99,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0,60.8,82.0,88.6,90.4,94.8,96.8,97.8,98.8,99.2,99.6
1,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
3,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2,1.0,0.0
4,95.2,97.0,97.8,99.2,99.4,99.4,99.6,99.8,100.0,100.0
5,59.6,77.2,86.4,91.4,93.2,94.0,96.4,96.6,97.6,98.8
6,37.4,63.0,76.4,83.8,90.0,93.8,95.0,97.2,99.0,100.0
7,98.2,99.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
8,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.4,0.2
9,25.2,31.4,44.6,58.2,68.4,75.4,83.4,89.2,93.6,97.0
10,84.0,91.0,92.2,92.6,95.0,96.4,98.8,99.4,99.4,99.4
11,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
12,95.0,99.2,99.0,98.6,99.6,99.8,100.0,100.0,100.0,100.0
13,35.0,52.2,68.6,80.0,88.4,94.0,96.8,98.8,99.2,99.6
14,42.4,58.2,73.6,85.2,91.8,96.4,97.0,98.2,99.2,99.8
15,85.6,88.2,89.6,93.6,95.0,96.8,97.6,98.2,98.2,99.2
16,34.8,51.4,65.0,77.4,84.8,89.0,94.2,95.4,97.6,99.0
17,98.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
19,94.6,96.6,97.8,99.2,100.0,100.0,100.0,100.0,100.0,100.0
20,0.4,3.0,1.6,1.4,2.0,2.6,0.0,1.2,1.6,0.6
21,3.0,8.2,8.8,9.0,9.6,11.4,17.4,18.2,20.0,22.0
22,98.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
25,0.4,0.6,1.4,1.8,0.6,2.0,0.6,0.6,0.6,1.2
26,3.4,7.2,18.6,17.0,19.2,17.8,18.0,17.2,18.8,20.6
27,61.6,76.2,85.0,90.0,93.4,95.6,95.8,98.0,97.8,98.6
28,93.8,96.2,98.2,99.6,100.0,100.0,100.0,100.0,100.0,100.0
29,6.2,8.0,4.4,7.2,9.0,14.2,17.0,13.2,10.6,20.0
30,81.8,90.6,93.4,93.6,96.2,97.0,98.2,97.6,98.6,99.0
31,34.8,58.8,74.8,83.0,89.6,95.4,97.0,98.4,99.0,99.6
32,32.4,52.4,70.6,82.0,91.2,93.8,94.0,95.0,97.0,98.6
33,20.8,26.6,33.2,42.2,50.8,63.8,74.2,80.0,86.2,93.4
34,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
35,44.8,64.4,76.0,83.2,90.0,94.8,97.0,97.8,98.4,99.0
36,3.2,0.6,1.8,0.4,0.6,1.2,0.0,0.4,2.0,0.0
37,99.8,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
38,1.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2
39,31.8,53.8,71.0,80.6,86.0,92.2,93.8,96.2,98.4,99.0
40,1.0,1.2,0.4,0.6,0.6,5.6,1.4,1.6,0.2,0.8
41,1.4,0.8,1.6,3.2,3.6,2.8,1.2,3.0,2.0,0.8
42,2.6,2.0,0.8,1.2,2.6,1.2,1.0,0.4,1.6,0.0
43,99.0,99.6,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0
44,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
45,33.4,49.6,68.0,80.8,87.2,93.0,94.4,96.4,98.4,99.2
46,81.0,89.4,92.2,94.8,96.0,97.0,98.0,99.2,99.6,99.6
47,4.0,10.4,14.0,16.2,15.4,17.2,22.2,20.2,22.2,28.4
48,63.4,74.2,85.2,89.6,94.0,96.2,97.4,98.4,98.8,99.0
49,98.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
50,57.0,74.0,82.8,90.0,91.2,94.0,95.4,96.4,97.4,98.0
51,22.0,33.0,41.0,55.2,64.8,73.4,80.6,84.4,91.2,94.6
52,35.0,53.4,63.4,78.6,86.4,90.8,94.4,97.4,98.6,99.4
53,60.2,75.8,85.8,91.4,95.8,97.6,98.8,99.0,99.0,98.8
54,1.0,1.6,0.8,1.0,2.6,1.8,0.4,1.8,0.6,1.0
55,84.6,87.8,90.4,93.8,95.2,96.0,98.8,99.4,99.8,100.0
56,37.0,59.0,74.8,85.8,91.6,95.8,97.6,98.8,99.6,99.8
57,97.8,99.8,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
58,98.4,99.4,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
59,36.4,59.4,67.6,79.2,88.6,93.2,96.8,97.4,98.4,98.4
60,82.6,88.4,92.8,94.4,97.6,98.0,99.0,99.0,99.4,99.8
61,34.4,54.2,70.4,80.8,87.6,92.2,95.0,97.4,98.2,98.6
62,10.6,12.2,10.6,10.0,15.2,11.6,14.8,15.0,14.2,16.0
63,41.8,62.0,75.0,85.2,90.8,92.8,95.4,97.8,97.4,98.6
64,81.6,88.8,92.2,94.2,96.2,96.8,98.4,98.4,98.6,99.6
65,63.4,79.8,86.6,92.2,96.4,97.8,99.0,99.4,99.6,99.6
66,14.8,24.8,39.4,46.0,58.2,67.6,76.6,84.2,89.8,93.8
67,0.2,4.4,1.6,2.2,2.0,0.4,4.4,1.2,0.8,0.6
68,1.0,0.2,0.8,1.2,1.2,1.0,0.4,0.8,3.2,2.2
69,98.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
70,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
71,94.4,96.6,97.8,97.6,99.0,99.8,100.0,100.0,100.0,100.0
72,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
73,60.6,75.2,83.8,89.6,93.8,96.0,98.4,98.4,99.0,99.6
74,93.8,97.4,97.6,99.0,99.6,100.0,100.0,100.0,100.0,100.0
75,3.2,8.6,8.0,7.0,11.2,11.2,14.4,13.4,11.0,15.0
76,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
77,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2
78,94.2,97.0,98.8,98.8,99.4,99.8,100.0,100.0,100.0,100.0
79,24.0,30.6,36.0,47.6,59.0,66.6,76.4,85.0,89.4,93.0
80,32.8,52.2,70.2,80.4,87.8,93.0,97.2,98.0,98.8,99.6
81,84.6,87.8,92.0,93.0,93.6,95.6,96.8,99.0,99.0,99.6
82,0.8,1.4,2.4,3.0,2.4,4.4,0.4,0.0,1.8,1.2
83,0.0,0.8,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0
84,93.4,96.0,97.4,99.2,99.6,99.4,99.4,99.6,99.6,99.4
85,59.8,75.0,84.4,90.8,94.6,97.2,97.8,98.2,98.4,99.6
86,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
87,5.2,7.6,12.0,14.0,13.2,16.8,21.8,19.2,20.0,23.4
88,82.6,86.8,91.8,94.4,95.8,98.0,98.4,98.6,99.2,98.8
89,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
90,98.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
91,95.0,98.8,98.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
92,14.6,18.8,32.6,46.6,54.4,67.0,78.2,87.2,93.0,97.2
93,99.2,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
94,3.8,6.0,10.4,12.0,18.2,15.6,15.0,24.0,26.2,23.6
95,0.0,3.0,1.0,0.4,0.6,0.4,1.6,2.0,0.8,0.8
96,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
97,0.6,0.4,2.8,2.6,0.6,2.6,0.2,0.8,2.6,3.2
98,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99,17.6,26.4,33.4,39.0,52.4,70.0,76.8,84.2,90.2,93.8
0,18.2,30.8,42.6,54.6,60.2,69.0,82.2,89.0,93.4,97.0
1,95.0,98.0,98.4,99.2,99.4,100.0,100.0,100.0,100.0,100.0
2,81.0,87.6,91.8,94.8,96.2,98.8,99.2,99.6,99.8,99.8
3,0.4,0.2,1.0,0.4,0.6,1.8,0.8,1.6,0.6,2.0
4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.2
5,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.2
6,33.8,52.8,67.0,79.6,86.6,94.2,95.4,97.4,98.4,99.2
7,13.8,27.6,38.6,42.4,48.0,59.6,67.0,77.0,85.4,91.8
8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9,85.8,89.6,90.0,94.4,96.0,96.0,96.8,97.8,98.8,99.0
10,34.2,52.6,71.0,79.0,85.6,90.0,93.8,95.2,96.6,98.2
11,92.4,95.0,95.8,98.2,98.4,98.2,98.8,99.2,99.8,99.8
12,0.0,0.2,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0
13,81.8,88.0,91.0,93.8,96.4,98.0,99.2,98.8,99.4,99.4
